1.75,0.0
1.91667,5.606
2.08333,3.718
2.25,9.115
2.41667,9.473
2.58333,13.407
2.75,11.413
2.91667,16.251
3.08333,13.674
3.25,20.759
3.41667,18.196
3.58333,23.998
3.75,20.412
3.91667,27.29
4.08333,23.86
4.25,29.852
4.41667,26.679
4.58333,29.47
4.75,30.557
4.91667,28.206
5.08333,33.831
5.25,30.339
5.41667,34.782
5.58333,33.38
5.75,38.658
5.91667,34.839
6.08333,43.928
6.25,37.43
6.41667,42.167
6.58333,40.797
6.75,39.639
6.91667,41.158
7.08333,40.553
7.25,44.181
7.41667,41.428
7.58333,46.425
7.75,42.381
7.91667,48.313
8.08333,44.116
8.25,46.649
8.41667,45.211
8.58333,47.126
8.75,45.804
8.91667,48.21
9.08333,45.16
9.25,50.637
9.41667,47.403
9.58333,53.32
9.75,48.217
9.91667,52.555
10.0833,48.301
10.25,54.721
10.4167,51.334
10.5833,50.908
10.75,52.631
10.9167,53.549
11.0833,50.689
11.25,51.011
11.4167,56.259
11.5833,53.338
11.75,59.252
11.9167,53.006
12.0833,60.551
12.25,54.324
12.4167,61.331
12.5833,55.48
12.75,56.693
12.9167,56.566
13.0833,55.347
13.25,61.868
13.4167,56.979
13.5833,62.119
13.75,57.655
13.9167,63.279
14.0833,57.547
14.25,62.75
14.4167,58.245
14.5833,60.214
14.75,60.739
14.9167,59.195
15.0833,61.14
15.25,58.735
15.4167,62.918
15.5833,59.539
15.75,62.872
15.9167,60.759
16.0833,64.86
16.25,62.182
16.4167,64.782
16.5833,61.456
16.75,64.754
16.9167,60.671
17.0833,61.316
17.25,62.345
17.4167,60.914
17.5833,62.374
17.75,62.997
17.9167,60.783
18.0833,61.288
18.25,60.789
18.4167,63.226
18.5833,58.914
18.75,60.298
18.9167,58.257
19.0833,57.768
19.25,59.015
19.4167,57.314
19.5833,61.219
19.75,57.96
19.9167,60.024
20.0833,58.954
20.25,61.306
20.4167,59.615
20.5833,64.139
20.75,60.609
20.9167,66.178
21.0833,59.914
21.25,66.168
21.4167,59.455
21.5833,66.784
21.75,61.759
21.9167,65.957
22.0833,60.431
22.25,62.504
22.4167,61.8
22.5833,61.057
22.75,65.056
22.9167,61.657
23.0833,65.165
23.25,60.781
23.4167,64.104
23.5833,60.499
23.75,65.724
23.9167,61.099
24.0833,65.728
24.25,62.024
24.4167,65.761
24.5833,59.438
24.75,65.52
24.9167,60.641
25.0833,63.443
25.25,60.343
25.4167,62.66
25.5833,60.857
25.75,59.425
25.9167,58.236
26.0833,60.201
26.25,59.923
26.4167,58.4
26.5833,65.513
